REGISTRATION DATE,NAME,ADDL CO INFO,ADDRESS 1,ADDRESS 2,CITY,STATE,ZIP
,96TH SECURITY FORCES SQUADRON,NCOIC,MILITARY WORKING DOG SECTION,302 WEST D AVENUE SUITE 102,EGLIN AFB,FL,32542
,SECURITY FORCES SQUADRON,1ST SPECIAL OPERATIONS,"NCOIC, MILITARY WORKING DOG SECTION",521 CODY AVE,HURLBURT FIELD,FL,32544
,377 SECURITY POLICE SQUADRON,,MILITARY WORKING DOG SECTION,1351 FIRST STREET SE,KIRTLAND AFB,NM,87117
,NINTH SECURITY FORCES SQUADRON,,ATTN: S3D,17798 24TH STREET,BEALE AFB,CA,95903
1/18/1990,99 SECURITYFORCES SQUADRON,NELLIS AIR FORCE BASE,MWD SECTION,5501 PEASE DR.,LAS VEGAS,NV,89115
,45TH ST SECURITY FORCES,MILITARY WORKING DOG SECTION,45 SFS/S3D,1319 CONTROL RD,PATRICK AFB,FL,32925
3/27/1990,14TH SECURITY FORCES SQUADRON,KENNEL MASTER,MILITARY WORKING DOG SECTION,"108 SIMLER BLVD., SUITE 26",COLUMBUS,MS,39701
,SECURITY FORCES,,81SFS S3K,405 LARCHER BLVD.,KEESLER AFB,MS,39534
,7TH SECURITY POLICE SQUADRON,S3D,MILITARY WORKING DOG SECTION,390 FOURTH AVENUE,DYESS AFB,TX,79607
,2D SECURITY FORCES SQUADRON,,MILITARY WORKING DOG SECTION,1200 RANGE ROAD BLDG 6000,BARKSDALE AFB,LA,71110
,673D SECURITY FORCES SQUADRON,ATTN: MILITARY WORKING DOG,SECTION,8517 20TH STREET STE 020,ELMENDORF AFB,AK,99506
,49 SECURITY POLICE SQUADRON,,MILITARY WORKING DOG SECTION,750 FIRST STREET,HOLLOMAN AFB,NM,88330
,27 SOSFS/S3D,MILITARY WORKING DOG SECTION,122 E. COCHRAN AVE,CANNON AFB,CLOVIS,NM,88103
,354 SECURITY FORCES SQUADRON,354 SFS/CANINE SECTION,451 DIVISION STREET,BUILDING # 3134,EIELSON AFB,AK,99702
,21ST SECURITY POLICE SQUADRON,MILITARY WORKING DOG SECTION/ ATTN:B6,50 S PETERSON BLVD,PETERSON AIR FORCE BASE,COLORADO SPRINGS,CO,80914
,LACKLAND AIR FORCE BASE,LACKLAND AIR FORCE BASE,341 TRS/DOOM,"900 PATROL RD, BLDG 960",LACKLAND AFB,TX,78236
,DEPT OF THE AIR FORCE,11 SECURITY SUPPORT SQUADRON,K-9 SECTION,1845 WESTOVER,JB ANDREWS,MD,20762
,375TH SECURITY FORCES SQUADRO,,ATTN: MWD SECTION,"832 SOUTH DR, BLDG 755",SCOTT AFB,IL,62225
6/6/1986,23 SECURITY FORCES SQUADRON,US AIR FORCE,MILITARY WORKING DOG SECTION,8209 APRON A ROAD,MOODY AFB,GA,31699
,4TH SECURITY POLICE SQUADRON,,UNITED STATES AIR FORCE,1010 VERMONT GARRISON ROAD,SEYMOUR JOHNSON AFB,NC,27531
,72 SECURITY FORCES,,SQUADRON /S3OK,4385 AIR DEPOT BLVD BLDG 7017,TINKER AFB,OK,73145
,36TH SECURITY FORCES SQUADRON,KENNEL MASTER/ANDERSON AFB GU,36 SFS/S-3D,UNIT 14013,YIGO,GU,96929
,802D SECURITY FORCES SQUADRON,MILITARY WORKING DOG SECTION,"2445 GEORGE AVENUE, SUITE 4",BUILDING 5275,SAN ANTONIO,TX,78236
11/19/1991,MADISON COUNTY SHERIFF'S DEPT,,405 RANDLE STREET,,EDWARDSVILLE,IL,62025
5/4/1992,CITY OF OXFORD,,DIVISION OF POLICE,11  S. POPLAR ST.,OXFORD,OH,45056
10/17/1991,SIOUX CITY POLICE DEPT,,601 DOUGLAS STREET,,SIOUX CITY,IA,51101
10/7/1991,66TH SECURITY POLICE SQD,MILITARY WORKING DOG SECTION,66 SECURITY FORCES SQUADRON,130 ELGIN STREET/BLDG #1725,HANSCOM AFB,MA,01731
5/14/1992,RESTEK CORPORATION,RESTEK CORPORATION,110 BENNER CIRCLE,,BELLEFONTE,PA,16823
10/21/1991,WASHINGTON STATE REFORMATORY,ATTN: K-9 UNIT,CANINE UNIT/CHIEF INVESTIGATOR,"16401 177TH AVE SE, PO BOX 777",MONROE,WA,98272
12/16/1991,REIDSVILLE POLICE DEPARTMENT,,220 WEST MOREHEAD STREET,,REIDSVILLE,NC,27320
11/22/1991,WASKOM POLICE DEPARTMENT,,425 WEST TEXAS AVENUE,PO BOX 730,WASKOM,TX,75692
8/4/1993,(B6),,WEST VIRGINIA CANINE COLLEGE,546 EVUN BRETH ACRES ROAD,BUCKHANNON,WV,26201
5/1/1992,CITY OF STERLING POLICE DEPT,STERLING POLICE DEPARTMENT,212 THIRD AVE,,STERLING,IL,61081
1/4/1993,T O P S IN DOG TRAINING CORP,T.O.P.S. IN DOG TRAINING CORP.,1460 E BELVIDERE RD,,GRAYSLAKE,IL,60030
1/29/1992,KENTUCKY STATE POLICE CANINE - WEST,,5751 BRIAR HILL ROAD,"BLUEGRASS STATION, BLDG. # 30",LEXINGTON,KY,40516
4/15/1992,ALEXANDRIA POLICE DEPT,(B6),1108B JEFFERSON STREET,3600 WHEELER AVE,ALEXANDRIA,VA,22304
6/24/1992,OVIEDO POLICE DEPARTMENT,,300 ALEXANDRIA BLVD,,OVIEDO,FL,32765
5/11/1992,LONGMONT POLICE BUREAU,ATTN: (B6),K-9 UNIT,225 KIMBARK ST,LONGMONT,CO,80501
7/24/1992,LEESBURG POLICE DEPARTMENT,,115 EAST MAGNOLIA STREET,,LEESBURG,FL,34748
6/4/1992,CITY OF GREENFIELD POLICE DEP,CITY OF GREENFIELD,CHIEF BRADLEY WENTLANDT,5300 W. LAYTON AVENUE,GREENFIELD,WI,53220
8/28/1992,DEA,INTERDICTION GROUP,11700 METRO AIRPORT CENTER DRIVE,SUITE D102,ROMULUS,MI,48174
9/28/1992,GOLD SHIELD TRAINING KENNELS,,8248 TURRET DRIVE,,BLACKLICK,OH,43004
10/26/1992,INDIANA DEPT OF CORRECTION,PENDLETON CORRECTIONAL FACILITY,4490 W. REFORMATORY ROAD,,PENDLETON,IN,46064
10/20/1992,ARIZONA DEPT OF CORRECTIONS,ARIZONA STATE PRISON,"COMPLEX-FLORENCE, ATTNK-9 UNT",P. O. BOX 629,FLORENCE,AZ,85232
9/14/1992,TWIN FALLS POLICE DEPARTMENT,,356 3RD AVE E,PO BOX 3027,TWIN FALLS,ID,83303
8/24/1992,NEW SMYRNA BEACH POLICE,,246 INDUSTRIAL PARK AVENUE,,NEW SMYRNA BEACH,FL,32168
12/4/1992,LANSING POLICE DEPARTMENT,,2710 170TH STREET,,LANSING,IL,60438
10/29/1992,AURORA POLICE DEPARTMENT,,1200 E. INDIAN TRAIL RD,,AURORA,IL,60505
6/11/1993,PILOT MOUNTAIN POLICE DEPT,,126 W MAIN STREET,P.O. BOX 518,PILOT MOUNTAIN,NC,27041
2/19/1993,SOUTH CAROLINA DEPARTMENT OF CORRECTIONS,OFFICE OF THE INSPECTOR GENERAL K-9 UNIT,"(B6), DIRECTOR CANINE UNIT",4444 BROAD RIVER ROAD,COLUMBIA,SC,29210
1/22/1993,PUTNAMVILLE CORRECTIONAL FACILITY,ATTN: K-9 UNIT,1946 WEST US HWY 40,,GREENCASTLE,IN,46135
12/18/1992,SUBLETTE COUNTY SHERIFF'S OFFICE,"ATTN: (B6), CANINE HANDLER / EVIDENCE CUSTODIAN",35 1/2 SOUTH TYLER,,PINEDALE,WY,82941
11/19/1992,TX DEPT OF CRIMINAL JUSTICE,REGION 1 NARCOTIC CANINE DEPT,"WYNNE UNIT, 810 FM 2821",,HUNTSVILLE,TX,77349
1/11/1993,HILLSBORO POLICE DEPARTMENT,,447 SOUTH MAIN STREET,SUITE 5,HILLSBORO,IL,62049
1/26/1993,COLUMBUS DIV OF POLICE,,SGT (B6),120 MARCONI BLVD,COLUMBUS,OH,43215
6/18/1993,(B6),COLUMBIA UNIV/RFMH,1051 RIVERSIDE DRIVE,ROOM 3602M ATTN: PHARMACY,NEW YORK,NY,10032
1/13/1993,BLOOMINGTON POLICE DEPARTMENT,,305 S EAST,P. O. BOX 3157,BLOOMINGTON,IL,61702
1/20/1993,VOHNE LICHE KENNELS,,(B6),7953 N OLD RT 31,DENVER,IN,46926
2/3/1993,CITY OF WHARTON POLICE DEPT,,1407 N. RICHMOND RD,STE. 100,WHARTON,TX,77488
5/18/1993,(B6),OCPD-DRUG INTERDICTION,701 COLCORD,,OKLAHOMA CITY,OK,73102
6/11/1993,NASSAU COUNTY SHERIFF'S DEPT,,CANINE UNIT,100 CARMAN AVENUE,EAST MEADOW,NY,11554
6/7/1993,LAKEWOOD POLICE DEPARTMENT,C/O (B6),445 SOUTH ALLISON PARKWAY,,LAKEWOOD,CO,80226
7/13/1993,PASCO COUNTY SHERIFF'S OFFICE,,7432 LITTLE ROAD,,NEW PORT RICHEY,FL,34654
8/30/1993,CLINTON POLICE DEPARTMENT,,(B6),305 MONROE STREET,CLINTON,MS,39056
9/8/1993,INDIANA STATE DEPT OF CORREC,WABASH VALLEY CORRECTIONAL FACILITY,6908 S. OLD US HWY. 41,P. O. BOX 500,CARLISLE,IN,47838
12/15/1993,EUREKA POLICE DEPARTMENT,,120 CITY HALL DRIVE,,EUREKA,MO,63025
6/15/1994,DOG WORKS K-9,,"(B6), DIRECTOR",13464 SW 90TH TERRACE,MIAMI,FL,33186
12/13/1993,CHEYENNE POLICE DEPARTMENT,ATTN: OFFICER (B6),K-9 UNIT,2020 CAPITOL AVENUE,CHEYENNE,WY,82001
4/11/1994,ATLANTA POLICE DEPARTMENT,RED DOG SECTION K-9 UNIT,"PUBLIC SAFETY BLDG, 4TH FLOOR  ROOM 4704",226 PEACHTREE ST. S.W.,ATLANTA,GA,30303
4/29/1994,ULTRA SCIENTIFIC INC,,250 SMITH STREET,,NORTH KINGSTOWN,RI,02852
1/5/1994,NAVAL STATION EVERETT,SECURITY DETACHMENT,COMMANDING OFFICER,2000 W. MARINE VIEW DR-CODE 20,EVERETT,WA,98207
1/28/1994,"MED-TURN, INC",,4332 EMPIRE ROAD,,FORT WORTH,TX,76155
4/11/1994,PROVOST MARSHAL'S OFFICE,MILITARY WORKING DOG SECTION,MARINE CORPS AIR GROUND COMBAT CENTER,BLDG 1407 BOURKE ST.,TWENTYNINE PALMS,CA,92278
7/10/1995,(B6),DEPT OF PSYCHIATRY MC3077,UNIV OF CHICAGO,5841 SOUTH MARYLAND AVENUE,CHICAGO,IL,60637
3/23/1994,SPRINGFIELD POLICE DEPARTMENT,TRAINING ACADEMY/K9 TRAINER (B6),"COMMANDER, CANINE SECTION",3501 COLOR PLANT ROAD,SPRINGFIELD,IL,62705
6/24/1994,CAMBRIDGE ISOTOPE LAB,,50 FRONTAGE ROAD,,ANDOVER,MA,01810
3/16/1994,LITTLE ROCK K-9 ACADEMY,,LITTLE ROCK K-9 ACADEMY,9319 BRITTANY POINT DRIVE,LITTLE ROCK,AR,72206
3/21/1994,TIPPECANOE CTY SHERIFF'S DEPT,,2640 DUNCAN ROAD,,LAFAYETTE,IN,47904
6/20/1994,NORMAL POLICE DEPARTMENT,,CHIEF OF POLICE,100 EAST PHOENIX AVENUE,NORMAL,IL,61761
5/26/1994,FARMERS BRANCH POLICE DEPT,,3723 VALLEY VIEW,,FARMERS BRANCH,TX,75244
6/3/1994,DIRECTOR - US BORDER PATROL,CANINE CENTER - EL PASO,BLDG 11617 IRON SOLDIERS WAY,C/O P.O. BOX 971638,EL PASO,TX,79997
6/24/1994,WOODFORD COUNTY SHERIFF DEPT,SHERIFF (B6),111 E COURT STREET,,EUREKA,IL,61530
5/13/1994,ROGERS POLICE DEPARTMENT,,1905 S DIXIELAND ROAD,,ROGERS,AR,72758
10/12/1994,CHIODO KENNELS,,ATTN:  (B6),611 MT. LIBERTY ROAD,PHILIPPI,WV,26416
7/22/1994,CAYUGA COUNTY SHERIFF'S DEPT,ATTN: K-9 UNIT,7445 COUNTY HOUSE ROAD,,AUBURN,NY,13021
9/22/1994,PARADISE POLICE DEPARTMENT,,K-9 COORDINATOR,5595 BLACK OLIVE DRIVE,PARADISE,CA,95969
9/7/1994,SCHERERVILLE POLICE DEPT,,25 EAST JOLIET STREET,,SCHERERVILLE,IN,46375
10/27/1994,OFFICE OF THE PROVOST MARSHAL,MARINE CORPS AIR STATION,KENNEL MASTER,P.O. BOX 99127,YUMA,AZ,85369
9/29/1994,ELKO POLICE DEPARTMENT,,1401 COLLEGE AVENUE,C/O NARCOTICS K-9 HANDLER,ELKO,NV,89801
7/25/1995,"JOHNSON MATTHEY BIOMEDICAL,INC",,2003 NOLTE DRIVE,,WEST DEPTFORD,NJ,08066
9/30/1994,JACKSONVILLE POLICE DEPT,,1400 MARSHALL ROAD,,JACKSONVILLE,AR,72076
1/20/1995,ELWOOD CITY POLICE DEPARTMENT,,1505 SOUTH B STREET,,ELWOOD,IN,46036
11/4/1994,CASPER POLICE DEPARTMENT,"ATTN: K-9 SUPERVISOR, LT.(B6)",201 NORTH DAVID STREET,,CASPER,WY,82601
1/20/1995,BEDFORD POLICE DEPARTMENT,,1617 K. STREET,,BEDFORD,IN,47421
1/12/1995,ALACHUA COUNTY SHERIFF'S OFF,,UNIFORM PATROL DIVISION CAPT.,2621 SE HAWTHORNE RD,GAINESVILLE,FL,32641
1/24/1995,MANATEE COUNTY SHERIFFS OFF,ATTENTION: SGT. (B6),600 HIGHWAY 301 BLVD. WEST,SUITE 202,BRADENTON,FL,34205
5/19/1995,NATIONAL PHARMACEUTICAL,,RETURNS INC,4164 NW URBANDALE DRIVE,URBANDALE,IA,50322
5/9/1995,INDIANAPOLIS METRO POLICE DEPT,K-9 UNIT,SPECIAL SERVICES BRANCH,50 NORTH ALABAMA,INDIANAPOLIS,IN,46204
4/23/1996,K-9 OFFICER NEW MILFORD P D,(B6),49 POPLAR STREET,,NEW MILFORD,CT,06776
5/8/1995,BRADENTON POLICE DEPARTMENT,,100 10TH STREET WEST,,BRADENTON,FL,34205
8/10/1995,BIOCHEMICAL DIAGNOSTICS,,180 HEARTLAND BLVD,,EDGEWOOD,NY,11717
11/17/1995,ROANOKE CITY POLICE DEPT,,348 CAMPBELL AVENUE SW,CHIEF OF POLICE OR DESIGNEE,ROANOKE,VA,24016
8/16/1995,HARLINGEN POLICE DEPARTMENT,,P. O. BOX 1631,1018 FAIRPARK BLVD.,HARLINGEN,TX,78550
9/7/1995,NEWARK POLICE DEPARTMENT,,37101 NEWARK BLVD,,NEWARK,CA,94560
8/17/1995,FLORENCE COUNTY SHERIFF'S DEPARTMENT K9 UNIT,"B6, SHERIFF",6719 FRIENDFIELD ROAD,P. O. BOX 219,EFFINGHAM,SC,29541
11/24/1995,TRAVIS CTY SHERIFF'S DEPT,"K-9 SEC, SGT.(B6)","BURLESON-MANOR,MANOR,TX 78653",PO BOX 1748 (MAILING),AUSTIN,TX,78767
9/12/1995,"MURTY PHARMACEUTICALS,INC",,518 CODELL DRIVE,,LEXINGTON,KY,40509
8/21/1995,JEFFERSON COUNTY SHERIFF OFF,,1360 WALNUT,,OSKALOOSA,KS,66066
10/6/1995,GEORGIA POLICE ACADEMY DIV,(B6),GA PUBLIC SAFETY TRAINING CTR,1000 INDIAN SPRINGS DRIVE,FORSYTH,GA,31029
11/7/1995,UNITED STATES DEPT OF VA,VA POLICE,CANINE ENFORCEMENT UNIT,200 SPRINGS ROAD,BEDFORD,MA,01730
10/18/1995,(B6),UPPER TOWNSHIP RESCUE & MARSAR,38 ISLAND VIEW TERRACE,,OCEAN VIEW,NJ,08230
5/1/1996,EFFINGHAM POLICE DEPARTMENT,,ATTN: K-9 UNIT,206 EAST SECTION AVENUE,EFFINGHAM,IL,62401
12/12/1995,ARNOLD POLICE DEPARTMENT,ATTN: K-9 UNIT,(B6),2101 JEFFCO BLVD,ARNOLD,MO,63010
2/2/1996,LARGO POLICE DEPARTMENT,,201 HIGHLAND AVENUE,BLDG. #2,LARGO,FL,33770
3/20/1996,VA DEPT OF CORRECTIONS,,K9 TRAINING/OPERATIONS UNIT,3600 WOODS WAY,STATE FARM,VA,23160
4/5/1996,BLOUNT COUNTY SHERIFF'S OFF,,940 EAST LAMAR ALEXANDER PKWY,,MARYVILLE,TN,37804
2/22/1996,CANINE CONTRABAND DETECTION,,609 COLOGNE RD,,VICTORIA,TX,77905
3/7/1996,RANTOUL POLICE DEPARTMENT,(B6),109 EAST GROVE AVENUE,,RANTOUL,IL,61866
3/12/1996,LANCASTER POLICE DEPARTMENT,"(B6), CHIEF",405 EAST ARCH STREET,PO BOX 1008,LANCASTER,SC,29721
3/27/1996,"MPI RESEARCH,INC",(B6),54943 NORTH MAIN STREET,,MATTAWAN,MI,49071
4/8/1996,MONTICELLO POLICE DEPARTMENT,,229 NORTH MAIN STREET,,MONTICELLO,IN,47960
5/13/1996,RETURN LOGISTICS,,INTERNATIONAL CORP.,22 ARTLEY ROAD,SAVANNAH,GA,31408
4/10/1996,KANSAS DEPARTMENT OF CORRECT,EL DORADO CORRECT'L FACILITY,1737 S.E. HWY 54,P.O. BOX 311,EL DORADO,KS,67042
4/19/1996,CHARLOTTE CO SHERIFF'S OFFICE,,7474 UTILITIES ROAD,,PUNTA GORDA,FL,33982
7/11/1996,CATTARAUGUS CTY SHERIFF DEPT,,DRUG ENFORCEMENT UNIT,301 COURT STREET,LITTLE VALLEY,NY,14755
6/28/1996,LONG ISLAND K-9 SERVICE,,49 WOODLAND AVENUE,,MANORVILLE,NY,11949
5/29/1996,PALOS HILLS POLICE DEPT,,ATTN: K-9 UNIT,8555 W 103RD STREET,PALOS HILLS,IL,60465
5/23/1996,DOUGLAS COUNTY SHERIFF'S DEPT,(B6)/HANDLER,1625 8TH STREET,P.O.BOX 218,MINDEN,NV,89423
4/8/2008,(B6),TULSA POLICE DEPARTMENT/K-9,6066 E. 66TH ST. N.,,TULSA,OK,74103
8/15/1996,DELAWARE COUNTY SHERIFF OFFICE,,844 US 42 NORTH,,DELAWARE,OH,43015
7/5/1996,PORTAGE POLICE DEPARTMENT,,K-9 UNIT,2693 IRVING STREET,PORTAGE,IN,46368
5/16/2000,ROME FLOYD METRO TASK FORCE,ATTN: K-9 UNIT,5 GOVERNMENT PLAZA,SUITE 115,ROME,GA,30161
10/10/1996,GANGLOFF,,MAR-KEN INTERNATIONAL,3851 BRANCIFORTE DRIVE,SANTA CRUZ,CA,95065
8/20/1996,URBANA POLICE DEPARTMENT,ATTN: (B6),CANINE UNIT,400 S VINE STREET,URBANA,IL,61801
7/25/1996,ALACHUA POLICE DEPARTMENT,,15000 NW 142ND TERRACE,,ALACHUA,FL,32615
10/29/1996,ELK GROVE VILLAGE POLICE DEPT,,901 WELLINGTON AVENUE,,ELK GROVE VILLAGE,IL,60007
9/16/1996,(B6),TYRONE POLICE DEPT,102 W MAIN,PO BOX 234,TYRONE,OK,73951
9/5/1996,NEWINGTON POLICE DEPARTMENT,ATT: CHIEF OF POLICE,131 CEDAR ST,,NEWINGTON,CT,06111
1/24/1997,THOMASVILLE POLICE DEPARTMENT,,921 SMITH AVENUE,,THOMASVILLE,GA,31792
9/30/1996,CASSIA COUNTY SHERIFFS OFFICE,,129 E 14TH ST,,BURLEY,ID,83318
10/3/1996,RAID CORPS INC,,(B6),210 ALICE ST,SPARTANBURG,SC,29303
11/7/1996,WARNER ROBINS POLICE DEPT,,100 WATSON BLVD.,,WARNER ROBINS,GA,31093
10/2/1996,CITY OF BRISTOL,,(B6),501 SCOTT STREET,BRISTOL,VA,24201
11/15/1996,RICHMOND HILL POLICE DEPT,,120 RICHARD DAVIS DRIVE,,RICHMOND HILL,GA,31324
11/7/1996,EAST LANSING POLICE DEPT,ATTN: K-9 UNIT,409 PARK LANE,,EAST LANSING,MI,48823
2/6/1997,CITY OF ROUND ROCK POLICE,,CANINE UNIT,2701 NORTH MAYS,ROUND ROCK,TX,78665
12/6/1996,NEW BRITAIN POLICE DEPARTMENT,ATTN: (B6),10 CHESTNUT STREET,,NEW BRITAIN,CT,06051
2/4/1997,(B6),PSYCHIATRY SERIVICE 116A,"950 CAMPBELL AVENUE, G-240",CONNECTICUT VA HEALTH CARE SYS,WEST HAVEN,CT,06516
12/20/1996,SANGAMON COUNTY SHERIFFS DEPT,,#1 SHERIFFS PLAZA,,SPRINGFIELD,IL,62701
7/8/1997,K-9 COMPANIONS,,13703 JJ LANE,,PERRIS,CA,92570
2/13/1997,BARLOW,,CLAREMORE POLICE DEPARTMENT,200 W 1ST ST,CLAREMORE,OK,74017
2/11/1997,(B6),BROKEN ARROW POLICE DEPARTMENT,1101 NORTH 6TH STREET,,BROKEN ARROW,OK,74012
3/7/1997,CORNING POLICE DEPARTMENT,,K-9 UNIT,774 THIRD STREET,CORNING,CA,96021
2/26/1997,PORT HURON POLICE DEPARTMENT,,(B6),100 MCMORRAN BLVD,PORT HURON,MI,48060
4/22/1997,N C DEPT OF CORRECTION,MORRISON YOUTH INSTITUTION,1573 MCDONALD CHURCH RD,P.O. BOX 169,HOFFMAN,NC,28347
4/15/1997,(B6),BASCOM PALMER EYE INSTITUTE,ATTENTION PHARMACY,900 NW 17TH STREET,MIAMI,FL,33136
4/10/1997,KONTRABAND INTERDICTION & DET,,SERVICE INC,1550 MCHENRY AVENUE,MODESTO,CA,95350
2/20/1998,(B6),MOREHOUSE SCHOOL OF MED,BASIC SCIENCE BUILDING,720 WESTVIEW DRIVE SW,ATLANTA,GA,30310
4/23/1997,CONNERSVILLE POLICE DEPT,,100 E 5TH ST,,CONNERSVILLE,IN,47331
7/9/1997,OCALA POLICE DEPARTMENT,ATTN: K-9 UNIT,402 S PINE AVENUE,,OCALA,FL,34471
9/29/1997,(B6),LAWTON POLICE DEPARTMENT,CRIMINAL INVESTIGATIONS DIVISION,#10 SW 4TH STREET,LAWTON,OK,73501
10/10/1997,(B6),,COMANCHE COUNTY SHERIFFS DEPT,315 S.W. 5TH ST ROOM 102,LAWTON,OK,73501
9/15/2000,(B6),BEHAV PSYCHOPHARM RES LAB,MCLEAN HOSP. 115 MILL STREET,"NEUROIMAGING CENTER, 116",BELMONT,MA,02478
7/15/1997,AMARILLO POLICE DEPARTMENT,,200 SOUTHEAST 3RD STREET,,AMARILLO,TX,79101
9/24/1997,SUMMERVILLE POLICE DEPT,,K-9 UNIT,300 W 2ND N. STREET,SUMMERVILLE,SC,29483
3/30/1998,STRONGSVILLE POLICE DEPT,,18688 ROYALTON RD.,,STRONGSVILLE,OH,44136
10/23/1997,INTERNATIONAL DRUG DETECTION,(B6),200 HICKORY AVENUE,,HARAHAN,LA,70123
9/12/1997,NORTH PORT POLICE DEPARTMENT,,4980 CITY HALL BOULEVARD,,NORTH PORT,FL,34286
9/4/1997,PROVOST MARSHALS OFFICE,MCAS MIRAMAR,ATTN: MILITARY WORKING DOG,SECTION,SAN DIEGO,CA,92145
10/29/1997,COLUMBIA COUNTY SHERIFFS OFF,,4917 US HIGHWAY 90 EAST,,LAKE CITY,FL,32055
9/16/1997,WYOMING POLICE DEPARTMENT,,CHIEF (B6),2300 DEHOOP AVENUE SW,WYOMING,MI,49509
12/19/1997,MALLINCKRODT LLC,,172 RAILROAD AVENUE,P.O. BOX P,HOBART,NY,13788
9/29/1997,IGNACIO POLICE DEPARTMENT,K-9 UNIT,WESLEY CRUME SGT.,540 GODDARD STREET POB 459,IGNACIO,CO,81137
10/15/1997,BARTOW POLICE DEPARTMENT,CITY OF BARTOW,450 N BROADWAY AVE,CHIEF (B6),BARTOW,FL,33830
6/15/1998,ASOTIN COUNTY SHERIFFS OFFICE,,127 2ND STREET,PO BOX 130,ASOTIN,WA,99402
3/17/1998,YANKTON POLICE DEPT,(B6),410 WALNUT SUITE 102,BOX 176,YANKTON,SD,57078
11/12/1997,IREDELL COUNTY SHERIFFS OFF,,230 TRADD STREET,PO BOX 287,STATESVILLE,NC,28687
9/4/1998,CITY OF GREENBELT POLICE DEPT,ATTN: K-9 UNIT,550 CRESCENT ROAD,C/O CANINE UNIT,GREENBELT,MD,20770
5/27/1998,(B6),DEPT OF PSYCHIAT & BEHAV SCI,DUKE UNIV MED CTR,"0354 SANDS, BOX 103203",DURHAM,NC,27710
12/16/1997,GEORGE W HILL CORRECTIONAL FACILITY,,BOX 23,CHEYNEY RD,THORNTON,PA,19373
1/5/1998,MANATEE COUNTY SHERIFFS OFF,"600 HWY 301 BLVD WEST, STE 202",ATTN: SPECIAL INVESTIGATIONS,S/A (B6),BRADENTON,FL,34205
12/9/1997,US NAVY SUBMARINE BASE,"POLICE K-9 DIVISION, BOX 38",SUBASE NEW LONDON,ATTN; NARC CUSTODIAN,GROTON,CT,06349
1/12/1998,CITY OF MILFORD,CONNECTICUT POLICE DEPARTMENT,DETECTIVE  (B6),430 BOSTON POST ROAD,MILFORD,CT,06460
1/15/1998,FORT BEND ISD POLICE DEPT,,13600 MURPHY ROAD,,STAFFORD,TX,77477
1/21/1998,GEORGIA DIAGNOSTIC,CLASSIFICATION PRISON,HWY 36 WEST,P.O. BOX 3877,JACKSON,GA,30233
2/11/1998,MOFFAT COUNTY SHERIFF'S DEPT,(B6),800 WEST FIRST STREET,SUITE 100,CRAIG,CO,81625
4/27/1998,(B6),OCEANSIDE DOG TRAINING CENTER,POLICE K-9 TRAINING SCHOOL,2909 SAN LUIS REY RD,OCEANSIDE,CA,92054
11/10/1999,NATIONAL CTR FOR DEV OF,NATURAL PRODUCTS,THE UNIVERSITY OF MISSISSIPPI,135 COY WALLER LAB COMPLEX,UNIVERSITY,MS,38677
2/10/1998,SALINA POLICE DEPARTMENT,,255 N 10TH STREET,,SALINA,KS,67401
7/6/1998,LANDHEIM TRAINING CENTER,,13200 WEST 109TH AVENUE,,DYER,IN,46311
3/12/1998,CITY OF APOPKA POLICE DEPT,A MUNICIPAL CORPORATION,112 EAST 6TH STREET,ATTN: K-9 COMMANDER,APOPKA,FL,32703
3/30/1998,(B6),LIMITED TO OFFICIAL GOVERNMENT DUTIES ONLY,TC KENNELS- PRIVATE KENNEL,908 BAKER AVE,SALMON,ID,83467
4/8/1998,HAWAII POLICE DEPARTMENT,,NARCOTIC CANINE UNIT,349 KAPIOLANI STREET,HILO,HI,96720
10/16/1998,(B6),OKLAHOMA CITY POLICE DEPT,CANINE UNIT,1400 S PORTLAND,OKLAHOMA CITY,OK,73108
8/14/1998,U S BORDER PATROL STATION,SECTOR CANINE COORDINATOR,135 TRIPPANY ROAD,,MASSENA,NY,13662
6/12/1998,RICHMOND POLICE DEPARTMENT,,CANINE UNIT,814 FOREST LAWN DRIVE,RICHMOND,VA,23227
5/26/1998,UNITED STATES ARMY,716TH MILITARY POLICE BATTALION,ATTN: K-9 UNIT / SGT (B6),BLDG 5292,FORT CAMPBELL,KY,42223
9/14/1998,"NAT'L CTR FOR DEVELOPMENT OF,,",NATURAL PRODUCTS,THE UNIV OF MISSISSIPPI,135 COY WALLER COMPLEX P.O.BOX 1848,UNIVERSITY,MS,38677
4/20/1998,MONROE TOWNSHIP POLICE DEPT,,"125 VIRGINIA AVENUE, SUITE 10",,WILLIAMSTOWN,NJ,08094
4/28/1998,KENDALLVILLE POLICE DEPT,,234 SOUTH MAIN STREET,,KENDALLVILLE,IN,46755
7/10/1998,PEACH COUNTY SHERIFF'S DEPT,,1007 SPRUCE STREET EXTENSION,,FORT VALLEY,GA,31030
6/17/1998,U S ARMY,DIRECTORATE OF EMERGENCY SERVICES,514 NORTH RANGE ROAD (K-9 SECTION),,FORT GORDON,GA,30905
9/24/1998,CEDARBURG PHARMACEUTICALS,INC,870 BADGER CIRCLE,,GRAFTON,WI,53024
6/12/1998,HOBART POLICE DEPARTMENT,,705 E. 4TH STREET,,HOBART,IN,46342
