"Month","Date","Year","NAME","ADDL.CO.INFO","GeoAddress","City","State"
7,22,1987,"412TH SECURITY FORCES SQUADRON",NA,"125 METHUSA ROAD, MILITARY WORKING DOG SECTION, EDWARDS AFB, CA 93524","EDWARDS AFB","CA"
7,22,1987,"AUGUSTA DEPT OF SAFETY",NA,"C/O  CAPT, 2100 NORTH OHIO STREET, AUGUSTA, KS 67010","AUGUSTA","KS"
10,22,1990,"SECURITY DEPT",NA,"JOINT EXPEDITIONARY BASE LITTLE CREEK/ FORT STORY, 1175 NIDER BLVD, VIRGINIA BEACH, VA 23459","VIRGINIA BEACH","VA"
10,22,1990,"SRI INTERNATIONAL,.",NA,"ATTN: HEALTH & SAFETY, 333 RAVENSWOOD AVENUE, MENLO PARK, CA 94025","MENLO PARK","CA"
3,15,1988,"SANFORD POLICE DEPARTMENT",NA,"815 HISTORIC GOLDSBORO BLVD, ATTN: CANINE UNIT TRAINING, SANFORD, FL 32771","SANFORD","FL"
3,15,1988,"SHEPPARD AIR FORCE BASE","CANINE HANDLER","82 SECURITY POLICE SQUADRON, UNITED STATES AIR FORCE, SHEPPARD AFB, TX 76311","SHEPPARD AFB","TX"
3,15,1988,"SIGMA-ALDRICH",NA,"2425 SOUTH SECOND STREET, SAINT LOUIS, MO 63104","SAINT LOUIS","MO"
10,26,1989,"SECURITY DETACHMENT","MILITARY WORKING DOG DIVISION","1750 TOMCAT BLVD., BUILDING 320, VIRGINIA BEACH, VA 23460","VIRGINIA BEACH","VA"
5,12,1989,"SAN BRUNO POLICE DEPARTMENT",NA," CHIEF, 1177 HUNTINGTON AVENUE, SAN BRUNO, CA 94066","SAN BRUNO","CA"
5,12,1989,"SECURITY POLICE DEPT",NA,"NAVAL AIR STATION, KEY WEST, FL 33040","KEY WEST","FL"
9,3,2004,"SIGMA-ALDRICH",NA,"2425 SOUTH SECOND STREET, SAINT LOUIS, MO 63104","SAINT LOUIS","MO"
9,3,2004,"SIGMA-ALDRICH MANUFACTURING LLC",NA,"3500 DEKALB STREET, SAINT LOUIS, MO 63118","SAINT LOUIS","MO"
9,3,2004,"SECTY DEPT PRIMARY AID CUST","COMMANDING OFFICER","M.W.D. DIVISION, PSC 455 BOX 173 FPO AP96540-1070, HAGATNA, GU 96910","HAGATNA","GU"
9,3,2004,"TYNDALL AIR FORCE BASE","K9 SECTION","325TH SECURITY POLICE SQUADRON, 515 SUWANNEE AVENUE, TYNDALL AFB, FL 32403","TYNDALL AFB","FL"
5,12,1987,"THE DOG HOUSE INC",NA," 6701 ANTIRE ROAD, HIGH RIDGE, MO 63049","HIGH RIDGE","MO"
8,15,1988,"U S BORDER PATROL",NA,"CHIEF PATROL AGENT, 1970 WEST AJO WAY, TUCSON, AZ 85713","TUCSON","AZ"
11,19,1990,"UNITED STATES BORDER PATROL","CHIEF PATROL AGENT","3120 N MAIN STREET, LAS CRUCES, NM 88001","LAS CRUCES","NM"
8,24,1988,"U S BORDER PATROL",NA,"CHIEF PATROL AGENT, 3711 MATTOX STREET, EL PASO, TX 79925","EL PASO","TX"
8,24,1988,"US NAVAL WEAPONS STATION","SECURITY DEPT","CANINE DIVISION,, BUILDING 702,, YORKTOWN, VA 23691","YORKTOWN","VA"
7,13,1988,"U S BORDER PATROL",NA,"CHIEF PATROL AGENT, 4035 S AVENUE A, YUMA, AZ 85365","YUMA","AZ"
10,13,1988,"U S BORDER PATROL","CHIEF PATROL AGENT","2411 BOSWELL RD., CHULA VISTA, CA 91914","CHULA VISTA","CA"
10,13,1988,"U S AIR FORCE (MWD KENNELS)",NA,"47TH SECURITY FORCES SQUADRON, 355 COLORADO AVE., LAUGHLIN AFB, TX 78843","LAUGHLIN AFB","TX"
10,13,1988,"U S AIR FORCE","K-9 -  TSGT (B6)","270 - 7TH AVENUE, MOUNTAIN HOME AFB, ID 83648","MOUNTAIN HOME AFB","ID"
10,13,1988,"US AIR FORCE","341 SFS","MWD SECTION, 21 77TH NORTH, BUILDING 500, MALMSTROM AFB, MT 59402","MALMSTROM AFB","MT"
10,13,1988,"U S ARMY","550TH MILITARY WORKING DOG DETACHMENT","FT BRAGG PROVOST MARSHAL OFFICE, 2-7201 REILLY RD, FORT BRAGG, NC 28310","FORT BRAGG","NC"
10,13,1988,"COMMANDING OFFICER","SEWELLS POINT POLICE PRECINCT K-9","1957 TAUSSIG BLVD, BLDG. CEP-161., NORFOLK, VA 23511","NORFOLK","VA"
10,13,1988,"UNITED STATES MARINE CORPS","MARINE CORPS POLICE DEPT","MARINE CORPS LOGISTICS BASE, ATTN: MILITARY WORKING DOG SECTION, BARSTOW, CA 92311","BARSTOW","CA"
10,13,1988,"UNITED STATES AIR FORCE","628TH SECURITY FORCES SQUADRON","MILITARY WORKING DOG SECTION, 105 SOUTH GRAVES AVENUE, CHARLESTON AFB, SC 29404","CHARLESTON AFB","SC"
11,28,1989,"UNION PACIFIC RAILROAD POLICE","SERVICE DOG UNIT","9211 FORNEY ROAD, DALLAS, TX 75227","DALLAS","TX"
6,21,1990,"VERO BEACH POLICE DEPARTMENT",NA,"1055 20TH STREET, VERO BEACH, FL 32960","VERO BEACH","FL"
2,25,1988,"VIRGINIA DEPT OF STATE POLICE",NA,"TRAINING DIVISION - CANINE, P.O. BOX 27472, RICHMOND, VA 23261","RICHMOND","VA"
2,25,1988,"71ST SECURITY FORCES SQUADRON",NA,"S3D, 138 S. BROWN ROAD, ENID, OK 73705","ENID","OK"
1,14,1988,"VOLUSIA COUNTY SHERIFF DEPT",NA,"ATTN: K-9 DRUG UNIT, 951 SINGLETON DR., DELAND, FL 32720","DELAND","FL"
1,14,1988,"WILMINGTON POLICE DEPT","CANINE UNIT","615 BESS ST, WILMINGTON, NC 28402","WILMINGTON","NC"
1,14,1988,"UNIVERSITY OF SOUTH FLORIDA,RESEARCH","(B6)","MDC 20, RM V1300, 12901 BRUCE B. DOWNS BLVD., TAMPA, FL 33612","TAMPA","FL"
2,19,1991,"WITMER-TYSON IMPORTS",NA,"ATTN: , 3735 HAVEN AVENUE, MENLO PARK, CA 94025","MENLO PARK","CA"
10,16,1990,"WHEELING POLICE DEPARTMENT",NA,"1 COMMUNITY BOULEVARD, WHEELING, IL 60090","WHEELING","IL"
9,18,1989,"(B6)",NA,"EXECUTIVE K-9 SERVICES, 22406 N. 90TH AVENUE, PEORIA, AZ 85383","PEORIA","AZ"
3,14,1991,"WOODBURY CTY SHERIFF'S OFFICE",NA,"1600 COUNTY HOME ROAD, SIOUX CITY, IA 51106","SIOUX CITY","IA"
8,14,1990,"CENTERRA-SAVANNAH RIVER SITE","B6, CHIEF, SRS LAW ENFORCEMENT DEPT.","SAVANNAH RIVER SITE, BUILDING 703-1B, K-9 SECTION, PO DRAWER W, AIKEN, SC 29802","AIKEN","SC"
1,9,1990,"WAYCROSS POLICE DEPARTMENT","(B6)","512 OAK STREET, WAYCROSS, GA 31502","WAYCROSS","GA"
1,9,1990,"19TH SECURITY FORCES SQUADRON",NA,"MILITARY WORKING DOG SECTION, LITTLE ROCK AFB, JACKSONVILLE, AR 72099","JACKSONVILLE","AR"
1,9,1990,"96TH SECURITY FORCES SQUADRON","NCOIC","MILITARY WORKING DOG SECTION, 302 WEST D AVENUE SUITE 102, EGLIN AFB, FL 32542","EGLIN AFB","FL"
1,9,1990,"SECURITY FORCES SQUADRON","1ST SPECIAL OPERATIONS","NCOIC, MILITARY WORKING DOG SECTION, 521 CODY AVE, HURLBURT FIELD, FL 32544","HURLBURT FIELD","FL"
1,9,1990,"377 SECURITY POLICE SQUADRON",NA,"MILITARY WORKING DOG SECTION, 1351 FIRST STREET SE, KIRTLAND AFB, NM 87117","KIRTLAND AFB","NM"
1,9,1990,"NINTH SECURITY FORCES SQUADRON",NA,"ATTN: S3D, 17798 24TH STREET, BEALE AFB, CA 95903","BEALE AFB","CA"
1,18,1990,"99 SECURITYFORCES SQUADRON","NELLIS AIR FORCE BASE","MWD SECTION, 5501 PEASE DR., LAS VEGAS, NV 89115","LAS VEGAS","NV"
1,18,1990,"45TH ST SECURITY FORCES","MILITARY WORKING DOG SECTION","45 SFS/S3D, 1319 CONTROL RD, PATRICK AFB, FL 32925","PATRICK AFB","FL"
3,27,1990,"14TH SECURITY FORCES SQUADRON","KENNEL MASTER","MILITARY WORKING DOG SECTION, 108 SIMLER BLVD., SUITE 26, COLUMBUS, MS 39701","COLUMBUS","MS"
3,27,1990,"SECURITY FORCES",NA,"81SFS S3K, 405 LARCHER BLVD., KEESLER AFB, MS 39534","KEESLER AFB","MS"
3,27,1990,"7TH SECURITY POLICE SQUADRON","S3D","MILITARY WORKING DOG SECTION, 390 FOURTH AVENUE, DYESS AFB, TX 79607","DYESS AFB","TX"
3,27,1990,"2D SECURITY FORCES SQUADRON",NA,"MILITARY WORKING DOG SECTION, 1200 RANGE ROAD BLDG 6000, BARKSDALE AFB, LA 71110","BARKSDALE AFB","LA"
3,27,1990,"673D SECURITY FORCES SQUADRON","ATTN: MILITARY WORKING DOG","SECTION, 8517 20TH STREET STE 020, ELMENDORF AFB, AK 99506","ELMENDORF AFB","AK"
3,27,1990,"49 SECURITY POLICE SQUADRON",NA,"MILITARY WORKING DOG SECTION, 750 FIRST STREET, HOLLOMAN AFB, NM 88330","HOLLOMAN AFB","NM"
3,27,1990,"27 SOSFS/S3D","MILITARY WORKING DOG SECTION","122 E. COCHRAN AVE, CANNON AFB, CLOVIS, NM 88103","CLOVIS","NM"
3,27,1990,"354 SECURITY FORCES SQUADRON","354 SFS/CANINE SECTION","451 DIVISION STREET, BUILDING # 3134, EIELSON AFB, AK 99702","EIELSON AFB","AK"
3,27,1990,"21ST SECURITY POLICE SQUADRON","MILITARY WORKING DOG SECTION/ ATTN:B6","50 S PETERSON BLVD, PETERSON AIR FORCE BASE, COLORADO SPRINGS, CO 80914","COLORADO SPRINGS","CO"
3,27,1990,"LACKLAND AIR FORCE BASE","LACKLAND AIR FORCE BASE","341 TRS/DOOM, 900 PATROL RD, BLDG 960, LACKLAND AFB, TX 78236","LACKLAND AFB","TX"
3,27,1990,"DEPT OF THE AIR FORCE","11 SECURITY SUPPORT SQUADRON","K-9 SECTION, 1845 WESTOVER, JB ANDREWS, MD 20762","JB ANDREWS","MD"
3,27,1990,"375TH SECURITY FORCES SQUADRO",NA,"ATTN: MWD SECTION, 832 SOUTH DR, BLDG 755, SCOTT AFB, IL 62225","SCOTT AFB","IL"
6,6,1986,"23 SECURITY FORCES SQUADRON","US AIR FORCE","MILITARY WORKING DOG SECTION, 8209 APRON A ROAD, MOODY AFB, GA 31699","MOODY AFB","GA"
6,6,1986,"4TH SECURITY POLICE SQUADRON",NA,"UNITED STATES AIR FORCE, 1010 VERMONT GARRISON ROAD, SEYMOUR JOHNSON AFB, NC 27531","SEYMOUR JOHNSON AFB","NC"
6,6,1986,"72 SECURITY FORCES",NA,"SQUADRON /S3OK, 4385 AIR DEPOT BLVD BLDG 7017, TINKER AFB, OK 73145","TINKER AFB","OK"
6,6,1986,"36TH SECURITY FORCES SQUADRON","KENNEL MASTER/ANDERSON AFB GU","36 SFS/S-3D, UNIT 14013, YIGO, GU 96929","YIGO","GU"
6,6,1986,"802D SECURITY FORCES SQUADRON","MILITARY WORKING DOG SECTION","2445 GEORGE AVENUE, SUITE 4, BUILDING 5275, SAN ANTONIO, TX 78236","SAN ANTONIO","TX"
11,19,1991,"MADISON COUNTY SHERIFF'S DEPT",NA,"405 RANDLE STREET, EDWARDSVILLE, IL 62025","EDWARDSVILLE","IL"
5,4,1992,"CITY OF OXFORD",NA,"DIVISION OF POLICE, 11  S. POPLAR ST., OXFORD, OH 45056","OXFORD","OH"
10,17,1991,"SIOUX CITY POLICE DEPT",NA,"601 DOUGLAS STREET, SIOUX CITY, IA 51101","SIOUX CITY","IA"
10,7,1991,"66TH SECURITY POLICE SQD","MILITARY WORKING DOG SECTION","66 SECURITY FORCES SQUADRON, 130 ELGIN STREET/BLDG #1725, HANSCOM AFB, MA 1731","HANSCOM AFB","MA"
5,14,1992,"RESTEK CORPORATION","RESTEK CORPORATION","110 BENNER CIRCLE, BELLEFONTE, PA 16823","BELLEFONTE","PA"
10,21,1991,"WASHINGTON STATE REFORMATORY","ATTN: K-9 UNIT","CANINE UNIT/CHIEF INVESTIGATOR, 16401 177TH AVE SE, PO BOX 777, MONROE, WA 98272","MONROE","WA"
12,16,1991,"REIDSVILLE POLICE DEPARTMENT",NA,"220 WEST MOREHEAD STREET, REIDSVILLE, NC 27320","REIDSVILLE","NC"
11,22,1991,"WASKOM POLICE DEPARTMENT",NA,"425 WEST TEXAS AVENUE, PO BOX 730, WASKOM, TX 75692","WASKOM","TX"
8,4,1993,"(B6)",NA,"WEST VIRGINIA CANINE COLLEGE, 546 EVUN BRETH ACRES ROAD, BUCKHANNON, WV 26201","BUCKHANNON","WV"
5,1,1992,"CITY OF STERLING POLICE DEPT","STERLING POLICE DEPARTMENT","212 THIRD AVE, STERLING, IL 61081","STERLING","IL"
1,4,1993,"T O P S IN DOG TRAINING CORP","T.O.P.S. IN DOG TRAINING CORP.","1460 E BELVIDERE RD, GRAYSLAKE, IL 60030","GRAYSLAKE","IL"
1,29,1992,"KENTUCKY STATE POLICE CANINE - WEST",NA,"5751 BRIAR HILL ROAD, BLUEGRASS STATION, BLDG. # 30, LEXINGTON, KY 40516","LEXINGTON","KY"
4,15,1992,"ALEXANDRIA POLICE DEPT","(B6)","1108B JEFFERSON STREET, 3600 WHEELER AVE, ALEXANDRIA, VA 22304","ALEXANDRIA","VA"
6,24,1992,"OVIEDO POLICE DEPARTMENT",NA,"300 ALEXANDRIA BLVD, OVIEDO, FL 32765","OVIEDO","FL"
5,11,1992,"LONGMONT POLICE BUREAU","ATTN: (B6)","K-9 UNIT, 225 KIMBARK ST, LONGMONT, CO 80501","LONGMONT","CO"
7,24,1992,"LEESBURG POLICE DEPARTMENT",NA,"115 EAST MAGNOLIA STREET, LEESBURG, FL 34748","LEESBURG","FL"
6,4,1992,"CITY OF GREENFIELD POLICE DEP","CITY OF GREENFIELD","CHIEF BRADLEY WENTLANDT, 5300 W. LAYTON AVENUE, GREENFIELD, WI 53220","GREENFIELD","WI"
8,28,1992,"DEA","INTERDICTION GROUP","11700 METRO AIRPORT CENTER DRIVE, SUITE D102, ROMULUS, MI 48174","ROMULUS","MI"
9,28,1992,"GOLD SHIELD TRAINING KENNELS",NA,"8248 TURRET DRIVE, BLACKLICK, OH 43004","BLACKLICK","OH"
10,26,1992,"INDIANA DEPT OF CORRECTION","PENDLETON CORRECTIONAL FACILITY","4490 W. REFORMATORY ROAD, PENDLETON, IN 46064","PENDLETON","IN"
10,20,1992,"ARIZONA DEPT OF CORRECTIONS","ARIZONA STATE PRISON","COMPLEX-FLORENCE, ATTNK-9 UNT, P. O. BOX 629, FLORENCE, AZ 85232","FLORENCE","AZ"
9,14,1992,"TWIN FALLS POLICE DEPARTMENT",NA,"356 3RD AVE E, PO BOX 3027, TWIN FALLS, ID 83303","TWIN FALLS","ID"
8,24,1992,"NEW SMYRNA BEACH POLICE",NA,"246 INDUSTRIAL PARK AVENUE, NEW SMYRNA BEACH, FL 32168","NEW SMYRNA BEACH","FL"
12,4,1992,"LANSING POLICE DEPARTMENT",NA,"2710 170TH STREET, LANSING, IL 60438","LANSING","IL"
10,29,1992,"AURORA POLICE DEPARTMENT",NA,"1200 E. INDIAN TRAIL RD, AURORA, IL 60505","AURORA","IL"
6,11,1993,"PILOT MOUNTAIN POLICE DEPT",NA,"126 W MAIN STREET, P.O. BOX 518, PILOT MOUNTAIN, NC 27041","PILOT MOUNTAIN","NC"
2,19,1993,"SOUTH CAROLINA DEPARTMENT OF CORRECTIONS","OFFICE OF THE INSPECTOR GENERAL K-9 UNIT"," DIRECTOR CANINE UNIT, 4444 BROAD RIVER ROAD, COLUMBIA, SC 29210","COLUMBIA","SC"
1,22,1993,"PUTNAMVILLE CORRECTIONAL FACILITY","ATTN: K-9 UNIT","1946 WEST US HWY 40, GREENCASTLE, IN 46135","GREENCASTLE","IN"
12,18,1992,"SUBLETTE COUNTY SHERIFF'S OFFICE","ATTN: (B6), CANINE HANDLER / EVIDENCE CUSTODIAN","35 1/2 SOUTH TYLER, PINEDALE, WY 82941","PINEDALE","WY"
11,19,1992,"TX DEPT OF CRIMINAL JUSTICE","REGION 1 NARCOTIC CANINE DEPT","WYNNE UNIT, 810 FM 2821, HUNTSVILLE, TX 77349","HUNTSVILLE","TX"
1,11,1993,"HILLSBORO POLICE DEPARTMENT",NA,"447 SOUTH MAIN STREET, SUITE 5, HILLSBORO, IL 62049","HILLSBORO","IL"
1,26,1993,"COLUMBUS DIV OF POLICE",NA,"SGT , 120 MARCONI BLVD, COLUMBUS, OH 43215","COLUMBUS","OH"
6,18,1993,"(B6)","COLUMBIA UNIV/RFMH","1051 RIVERSIDE DRIVE, ROOM 3602M ATTN: PHARMACY, NEW YORK, NY 10032","NEW YORK","NY"
1,13,1993,"BLOOMINGTON POLICE DEPARTMENT",NA,"305 S EAST, P. O. BOX 3157, BLOOMINGTON, IL 61702","BLOOMINGTON","IL"
1,20,1993,"VOHNE LICHE KENNELS",NA," 7953 N OLD RT 31, DENVER, IN 46926","DENVER","IN"
2,3,1993,"CITY OF WHARTON POLICE DEPT",NA,"1407 N. RICHMOND RD, STE. 100, WHARTON, TX 77488","WHARTON","TX"
5,18,1993,"(B6)","OCPD-DRUG INTERDICTION","701 COLCORD, OKLAHOMA CITY, OK 73102","OKLAHOMA CITY","OK"
6,11,1993,"NASSAU COUNTY SHERIFF'S DEPT",NA,"CANINE UNIT, 100 CARMAN AVENUE, EAST MEADOW, NY 11554","EAST MEADOW","NY"
6,7,1993,"LAKEWOOD POLICE DEPARTMENT","C/O (B6)","445 SOUTH ALLISON PARKWAY, LAKEWOOD, CO 80226","LAKEWOOD","CO"
7,13,1993,"PASCO COUNTY SHERIFF'S OFFICE",NA,"7432 LITTLE ROAD, NEW PORT RICHEY, FL 34654","NEW PORT RICHEY","FL"
8,30,1993,"CLINTON POLICE DEPARTMENT",NA," 305 MONROE STREET, CLINTON, MS 39056","CLINTON","MS"
9,8,1993,"INDIANA STATE DEPT OF CORREC","WABASH VALLEY CORRECTIONAL FACILITY","6908 S. OLD US HWY. 41, P. O. BOX 500, CARLISLE, IN 47838","CARLISLE","IN"
12,15,1993,"EUREKA POLICE DEPARTMENT",NA,"120 CITY HALL DRIVE, EUREKA, MO 63025","EUREKA","MO"
6,15,1994,"DOG WORKS K-9",NA," DIRECTOR, 13464 SW 90TH TERRACE, MIAMI, FL 33186","MIAMI","FL"
12,13,1993,"CHEYENNE POLICE DEPARTMENT","ATTN: OFFICER (B6)","K-9 UNIT, 2020 CAPITOL AVENUE, CHEYENNE, WY 82001","CHEYENNE","WY"
4,11,1994,"ATLANTA POLICE DEPARTMENT","RED DOG SECTION K-9 UNIT","PUBLIC SAFETY BLDG, 4TH FLOOR  ROOM 4704, 226 PEACHTREE ST. S.W., ATLANTA, GA 30303","ATLANTA","GA"
4,29,1994,"ULTRA SCIENTIFIC INC",NA,"250 SMITH STREET, NORTH KINGSTOWN, RI 2852","NORTH KINGSTOWN","RI"
1,5,1994,"NAVAL STATION EVERETT","SECURITY DETACHMENT","COMMANDING OFFICER, 2000 W. MARINE VIEW DR-CODE 20, EVERETT, WA 98207","EVERETT","WA"
1,28,1994,"MED-TURN, INC",NA,"4332 EMPIRE ROAD, FORT WORTH, TX 76155","FORT WORTH","TX"
4,11,1994,"PROVOST MARSHAL'S OFFICE","MILITARY WORKING DOG SECTION","MARINE CORPS AIR GROUND COMBAT CENTER, BLDG 1407 BOURKE ST., TWENTYNINE PALMS, CA 92278","TWENTYNINE PALMS","CA"
7,10,1995,"(B6)","DEPT OF PSYCHIATRY MC3077","UNIV OF CHICAGO, 5841 SOUTH MARYLAND AVENUE, CHICAGO, IL 60637","CHICAGO","IL"
3,23,1994,"SPRINGFIELD POLICE DEPARTMENT","TRAINING ACADEMY/K9 TRAINER (B6)","COMMANDER, CANINE SECTION, 3501 COLOR PLANT ROAD, SPRINGFIELD, IL 62705","SPRINGFIELD","IL"
6,24,1994,"CAMBRIDGE ISOTOPE LAB",NA,"50 FRONTAGE ROAD, ANDOVER, MA 1810","ANDOVER","MA"
3,16,1994,"LITTLE ROCK K-9 ACADEMY",NA,"LITTLE ROCK K-9 ACADEMY, 9319 BRITTANY POINT DRIVE, LITTLE ROCK, AR 72206","LITTLE ROCK","AR"
3,21,1994,"TIPPECANOE CTY SHERIFF'S DEPT",NA,"2640 DUNCAN ROAD, LAFAYETTE, IN 47904","LAFAYETTE","IN"
6,20,1994,"NORMAL POLICE DEPARTMENT",NA,"CHIEF OF POLICE, 100 EAST PHOENIX AVENUE, NORMAL, IL 61761","NORMAL","IL"
5,26,1994,"FARMERS BRANCH POLICE DEPT",NA,"3723 VALLEY VIEW, FARMERS BRANCH, TX 75244","FARMERS BRANCH","TX"
6,3,1994,"DIRECTOR - US BORDER PATROL","CANINE CENTER - EL PASO","BLDG 11617 IRON SOLDIERS WAY, C/O P.O. BOX 971638, EL PASO, TX 79997","EL PASO","TX"
6,24,1994,"WOODFORD COUNTY SHERIFF DEPT","SHERIFF (B6)","111 E COURT STREET, EUREKA, IL 61530","EUREKA","IL"
5,13,1994,"ROGERS POLICE DEPARTMENT",NA,"1905 S DIXIELAND ROAD, ROGERS, AR 72758","ROGERS","AR"
10,12,1994,"CHIODO KENNELS",NA,"ATTN:  , 611 MT. LIBERTY ROAD, PHILIPPI, WV 26416","PHILIPPI","WV"
7,22,1994,"CAYUGA COUNTY SHERIFF'S DEPT","ATTN: K-9 UNIT","7445 COUNTY HOUSE ROAD, AUBURN, NY 13021","AUBURN","NY"
9,22,1994,"PARADISE POLICE DEPARTMENT",NA,"K-9 COORDINATOR, 5595 BLACK OLIVE DRIVE, PARADISE, CA 95969","PARADISE","CA"
9,7,1994,"SCHERERVILLE POLICE DEPT",NA,"25 EAST JOLIET STREET, SCHERERVILLE, IN 46375","SCHERERVILLE","IN"
10,27,1994,"OFFICE OF THE PROVOST MARSHAL","MARINE CORPS AIR STATION","KENNEL MASTER, P.O. BOX 99127, YUMA, AZ 85369","YUMA","AZ"
9,29,1994,"ELKO POLICE DEPARTMENT",NA,"1401 COLLEGE AVENUE, C/O NARCOTICS K-9 HANDLER, ELKO, NV 89801","ELKO","NV"
7,25,1995,"JOHNSON MATTHEY BIOMEDICAL,INC",NA,"2003 NOLTE DRIVE, WEST DEPTFORD, NJ 8066","WEST DEPTFORD","NJ"
9,30,1994,"JACKSONVILLE POLICE DEPT",NA,"1400 MARSHALL ROAD, JACKSONVILLE, AR 72076","JACKSONVILLE","AR"
1,20,1995,"ELWOOD CITY POLICE DEPARTMENT",NA,"1505 SOUTH B STREET, ELWOOD, IN 46036","ELWOOD","IN"
11,4,1994,"CASPER POLICE DEPARTMENT","ATTN: K-9 SUPERVISOR, LT.(B6)","201 NORTH DAVID STREET, CASPER, WY 82601","CASPER","WY"
1,20,1995,"BEDFORD POLICE DEPARTMENT",NA,"1617 K. STREET, BEDFORD, IN 47421","BEDFORD","IN"
1,12,1995,"ALACHUA COUNTY SHERIFF'S OFF",NA,"UNIFORM PATROL DIVISION CAPT., 2621 SE HAWTHORNE RD, GAINESVILLE, FL 32641","GAINESVILLE","FL"
1,24,1995,"MANATEE COUNTY SHERIFFS OFF","ATTENTION: SGT. (B6)","600 HIGHWAY 301 BLVD. WEST, SUITE 202, BRADENTON, FL 34205","BRADENTON","FL"
5,19,1995,"NATIONAL PHARMACEUTICAL",NA,"RETURNS INC, 4164 NW URBANDALE DRIVE, URBANDALE, IA 50322","URBANDALE","IA"
5,9,1995,"INDIANAPOLIS METRO POLICE DEPT","K-9 UNIT","SPECIAL SERVICES BRANCH, 50 NORTH ALABAMA, INDIANAPOLIS, IN 46204","INDIANAPOLIS","IN"
4,23,1996,"K-9 OFFICER NEW MILFORD P D","(B6)","49 POPLAR STREET, NEW MILFORD, CT 6776","NEW MILFORD","CT"
5,8,1995,"BRADENTON POLICE DEPARTMENT",NA,"100 10TH STREET WEST, BRADENTON, FL 34205","BRADENTON","FL"
8,10,1995,"BIOCHEMICAL DIAGNOSTICS",NA,"180 HEARTLAND BLVD, EDGEWOOD, NY 11717","EDGEWOOD","NY"
11,17,1995,"ROANOKE CITY POLICE DEPT",NA,"348 CAMPBELL AVENUE SW, CHIEF OF POLICE OR DESIGNEE, ROANOKE, VA 24016","ROANOKE","VA"
8,16,1995,"HARLINGEN POLICE DEPARTMENT",NA,"P. O. BOX 1631, 1018 FAIRPARK BLVD., HARLINGEN, TX 78550","HARLINGEN","TX"
9,7,1995,"NEWARK POLICE DEPARTMENT",NA,"37101 NEWARK BLVD, NEWARK, CA 94560","NEWARK","CA"
8,17,1995,"FLORENCE COUNTY SHERIFF'S DEPARTMENT K9 UNIT","B6, SHERIFF","6719 FRIENDFIELD ROAD, P. O. BOX 219, EFFINGHAM, SC 29541","EFFINGHAM","SC"
11,24,1995,"TRAVIS CTY SHERIFF'S DEPT","K-9 SEC, SGT.(B6)","BURLESON-MANOR,MANOR,TX 78653, PO BOX 1748 (MAILING), AUSTIN, TX 78767","AUSTIN","TX"
9,12,1995,"MURTY PHARMACEUTICALS,INC",NA,"518 CODELL DRIVE, LEXINGTON, KY 40509","LEXINGTON","KY"
8,21,1995,"JEFFERSON COUNTY SHERIFF OFF",NA,"1360 WALNUT, OSKALOOSA, KS 66066","OSKALOOSA","KS"
10,6,1995,"GEORGIA POLICE ACADEMY DIV","(B6)","GA PUBLIC SAFETY TRAINING CTR, 1000 INDIAN SPRINGS DRIVE, FORSYTH, GA 31029","FORSYTH","GA"
11,7,1995,"UNITED STATES DEPT OF VA","VA POLICE","CANINE ENFORCEMENT UNIT, 200 SPRINGS ROAD, BEDFORD, MA 1730","BEDFORD","MA"
10,18,1995,"(B6)","UPPER TOWNSHIP RESCUE & MARSAR","38 ISLAND VIEW TERRACE, OCEAN VIEW, NJ 8230","OCEAN VIEW","NJ"
5,1,1996,"EFFINGHAM POLICE DEPARTMENT",NA,"ATTN: K-9 UNIT, 206 EAST SECTION AVENUE, EFFINGHAM, IL 62401","EFFINGHAM","IL"
12,12,1995,"ARNOLD POLICE DEPARTMENT","ATTN: K-9 UNIT"," 2101 JEFFCO BLVD, ARNOLD, MO 63010","ARNOLD","MO"
2,2,1996,"LARGO POLICE DEPARTMENT",NA,"201 HIGHLAND AVENUE, BLDG. #2, LARGO, FL 33770","LARGO","FL"
3,20,1996,"VA DEPT OF CORRECTIONS",NA,"K9 TRAINING/OPERATIONS UNIT, 3600 WOODS WAY, STATE FARM, VA 23160","STATE FARM","VA"
4,5,1996,"BLOUNT COUNTY SHERIFF'S OFF",NA,"940 EAST LAMAR ALEXANDER PKWY, MARYVILLE, TN 37804","MARYVILLE","TN"
2,22,1996,"CANINE CONTRABAND DETECTION",NA,"609 COLOGNE RD, VICTORIA, TX 77905","VICTORIA","TX"
3,7,1996,"RANTOUL POLICE DEPARTMENT","(B6)","109 EAST GROVE AVENUE, RANTOUL, IL 61866","RANTOUL","IL"
3,12,1996,"LANCASTER POLICE DEPARTMENT","(B6), CHIEF","405 EAST ARCH STREET, PO BOX 1008, LANCASTER, SC 29721","LANCASTER","SC"
3,27,1996,"MPI RESEARCH,INC","(B6)","54943 NORTH MAIN STREET, MATTAWAN, MI 49071","MATTAWAN","MI"
4,8,1996,"MONTICELLO POLICE DEPARTMENT",NA,"229 NORTH MAIN STREET, MONTICELLO, IN 47960","MONTICELLO","IN"
5,13,1996,"RETURN LOGISTICS",NA,"INTERNATIONAL CORP., 22 ARTLEY ROAD, SAVANNAH, GA 31408","SAVANNAH","GA"
